,title,issue,year,metaChar,alias,publisher,keep,firstName,lastName
5419,The Legend of Wonder Woman,2,1986,Steve Trevor,,DC,1,null,null
5420,The Legend of Wonder Woman,2,1986,Wonder Woman,,DC,1,null,null
5421,Wonder Woman,251,1942,Hippolyta,,DC,1,null,null
5422,Wonder Woman,251,1942,Wonder Woman,,DC,1,null,null
5423,Wonder Woman,251,1942,Wonder Woman,,DC,1,null,null
5424,Wonder Woman,251,1942,Zeus,,DC,1,null,null
5425,Flash & Green Lantern: The Brave and the Bold,6,1999,Carol Ferris,,DC,1,null,null
5426,Flash & Green Lantern: The Brave and the Bold,6,1999,Flash,Jay Garrick,DC,1,Jay,Garrick
5427,Flash & Green Lantern: The Brave and the Bold,6,1999,Flash,Barry Allen,DC,1,Barry,Allen
5428,Flash & Green Lantern: The Brave and the Bold,6,1999,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
5429,Flash & Green Lantern: The Brave and the Bold,6,1999,Tom 'Pieface' Kalmaku,,DC,1,null,null
5430,Green Arrow,None,2001,Arsenal,Roy Harper,DC,1,Roy,Harper
5431,Green Arrow,None,2001,Batman,,DC,1,null,null
5432,Green Arrow,None,2001,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
5433,Green Arrow,None,2001,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
5434,Green Arrow,None,2001,Green Arrow,Connor Hawke,DC,1,Connor,Hawke
5435,Green Arrow,None,2001,Speedy,Mia Dearden,DC,1,Mia,Dearden
5436,Green Arrow,None,2001,Superman,Clark Kent,DC,1,Clark,Kent
5437,Aquaman,69,1994,Aquaman,,DC,1,null,null
5438,Aquaman,69,1994,Dolphin,,DC,1,null,null
5439,Aquaman,69,1994,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
5440,Aquaman,69,1994,Martian Manhunter,,DC,1,null,null
5441,Aquaman,69,1994,Mera,,DC,1,null,null
5442,Aquaman,69,1994,Ocean Master,,DC,1,null,null
5443,Aquaman,69,1994,Superman,Clark Kent,DC,1,Clark,Kent
5444,Aquaman,69,1994,Tempest,Garth,DC,1,,Garth
5445,Aquaman,69,1994,Nuidis Vulko,,DC,1,null,null
5446,Aquaman,69,1994,Wonder Woman,Diana,DC,1,,Diana
5447,Justice League United,7,2014,Animal Man,,DC,1,null,null
5448,Justice League United,7,2014,Green Arrow,O. Queen,DC,1,O.,Queen
5449,Justice League United,7,2014,Hawkman,,DC,1,null,null
5450,Justice League United,7,2014,Martian Manhunter,,DC,1,null,null
5451,Justice League United,7,2014,Stargirl,,DC,1,null,null
5452,Justice League United,7,2014,Adam Strange,,DC,1,null,null
5453,Justice League United,7,2014,Supergirl,,DC,1,null,null
5454,Wonder Woman,227,1942,Hephaestus,,DC,1,null,null
5455,Wonder Woman,227,1942,Wonder Woman,,DC,1,null,null
5456,Justice League,26,2011,Atom,,DC,1,null,null
5457,Justice League,26,2011,Cyborg,,DC,1,null,null
5458,Justice League,26,2011,Carol Ferris,,DC,1,null,null
5459,Justice League,26,2011,Johnny Quick,,DC,1,null,null
5460,Justice League,26,2011,Superwoman,,DC,1,null,null
5461,Justice League,26,2011,Abin Sur,,DC,1,null,null
5462,Justice League,26,2011,Ultraman,,DC,1,null,null
5463,Green Arrow,40,1988,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
5464,Wonder Woman,26,1987,Etta Candy-Trevor,,DC,1,null,null
5465,Wonder Woman,26,1987,Captain Atom,,DC,1,null,null
5466,Wonder Woman,26,1987,Fire,,DC,1,null,null
5467,Wonder Woman,26,1987,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
5468,Wonder Woman,26,1987,Hermes,,DC,1,null,null
5469,Wonder Woman,26,1987,Ice,,DC,1,null,null
5470,Wonder Woman,26,1987,Julia Kapatelis,,DC,1,null,null
5471,Wonder Woman,26,1987,Vanessa Kapatelis,,DC,1,null,null
5472,Wonder Woman,26,1987,Martian Manhunter,,DC,1,null,null
5473,Wonder Woman,26,1987,Rocket Red #4,Dmitri Pushkin,DC,1,Dmitri,Pushkin
5474,Wonder Woman,26,1987,Steve Trevor,,DC,1,null,null
5475,Wonder Woman,26,1987,Amanda Waller,,DC,1,null,null
5476,Wonder Woman,26,1987,Wonder Woman,Diana,DC,1,,Diana
5477,Justice League vs. Suicide Squad,6,2017,Aquaman,,DC,1,null,null
5478,Justice League vs. Suicide Squad,6,2017,Batman,Wayne,DC,1,,Wayne
5479,Justice League vs. Suicide Squad,6,2017,Captain Boomerang,,DC,1,null,null
5480,Justice League vs. Suicide Squad,6,2017,Cyborg,,DC,1,null,null
5481,Justice League vs. Suicide Squad,6,2017,Deadshot,,DC,1,null,null
5482,Justice League vs. Suicide Squad,6,2017,Enchantress,,DC,1,null,null
5483,Justice League vs. Suicide Squad,6,2017,Flash,,DC,1,null,null
5484,Justice League vs. Suicide Squad,6,2017,Green Lantern,Baz,DC,1,,Baz
5485,Justice League vs. Suicide Squad,6,2017,Green Lantern,Cruz,DC,1,,Cruz
5486,Justice League vs. Suicide Squad,6,2017,Harley Quinn,,DC,1,null,null
5487,Justice League vs. Suicide Squad,6,2017,Katana,,DC,1,null,null
5488,Justice League vs. Suicide Squad,6,2017,Killer Croc,,DC,1,null,null
5489,Justice League vs. Suicide Squad,6,2017,Killer Frost,,DC,1,null,null
5490,Justice League vs. Suicide Squad,6,2017,"Maxwell 'Max' Lord, IV",,DC,1,null,null
5491,Justice League vs. Suicide Squad,6,2017,Superman,Clark Kent,DC,1,Clark,Kent
5492,Justice League vs. Suicide Squad,6,2017,Amanda Waller,,DC,1,null,null
5493,Justice League vs. Suicide Squad,6,2017,Wonder Woman,,DC,1,null,null
5494,Justice League of America,58,2006,Animal Man,,DC,1,null,null
5495,Justice League of America,58,2006,Atom,Ray Palmer,DC,1,Ray,Palmer
5496,Justice League of America,58,2006,Batman,Dick Grayson,DC,1,Dick,Grayson
5497,Justice League of America,58,2006,Captain Atom,,DC,1,null,null
5498,Justice League of America,58,2006,Congorilla,,DC,1,null,null
5499,Justice League of America,58,2006,Cyborg,,DC,1,null,null
5500,Justice League of America,58,2006,Doctor Light,Kimiyo Hoshi,DC,1,Kimiyo,Hoshi
5501,Justice League of America,58,2006,Firestorm,Raymond/Rusch,DC,1,,Raymond/Rusch
5502,Justice League of America,58,2006,Green Lantern,Alan Scott,DC,1,Alan,Scott
5503,Justice League of America,58,2006,Jade,Jennie-Lynn Hayden,DC,1,Jennie-Lynn,Hayden
5504,Justice League of America,58,2006,Jesse Quick,,DC,1,null,null
5505,Justice League of America,58,2006,Obsidian,,DC,1,null,null
5506,Justice League of America,58,2006,Red Tornado,Android,DC,1,,Android
5507,Justice League of America,58,2006,Saint Walker,,DC,1,null,null
5508,Justice League of America,58,2006,Shadow Thief,,DC,1,null,null
5509,Justice League of America,58,2006,Starman,Mikaal Tomas,DC,1,Mikaal,Tomas
5510,Justice League of America,58,2006,Superboy,Conner Kent,DC,1,Conner,Kent
5511,Justice League of America,58,2006,Donna Troy,,DC,1,null,null
5512,Justice League of America,58,2006,Wonder Girl,Cassie Sandsmark,DC,1,Cassie,Sandsmark
5513,Justice League of America,58,2006,Aquaman,,DC,1,null,null
5514,Justice League of America,58,2006,Batman,,DC,1,null,null
5515,Justice League of America,58,2006,Flash,Barry Allen,DC,1,Barry,Allen
5516,Justice League of America,58,2006,Gorilla Grodd,,DC,1,null,null
5517,Justice League of America,58,2006,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
5518,Justice League of America,58,2006,Superman,Clark Kent,DC,1,Clark,Kent
5519,Justice League of America,58,2006,Wonder Woman,Diana,DC,1,,Diana
5520,Nightwing,9,2016,Nightwing,,DC,1,null,null
5521,Nightwing,9,2016,Superman,Clark Kent,DC,1,Clark,Kent
5522,Green Lantern/Sentinel: Heart of Darkness,1,1998,Atom,Al Pratt,DC,1,Al,Pratt
5523,Green Lantern/Sentinel: Heart of Darkness,1,1998,Doctor Fate,Kent Nelson & Nabu,DC,1,Kent Nelson &,Nabu
5524,Green Lantern/Sentinel: Heart of Darkness,1,1998,Flash,Jay Garrick,DC,1,Jay,Garrick
5525,Green Lantern/Sentinel: Heart of Darkness,1,1998,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
5526,Green Lantern/Sentinel: Heart of Darkness,1,1998,Jade,Jennie-Lynn Hayden,DC,1,Jennie-Lynn,Hayden
5527,Green Lantern/Sentinel: Heart of Darkness,1,1998,Obsidian,,DC,1,null,null
5528,Green Lantern/Sentinel: Heart of Darkness,1,1998,Starman,Ted Knight,DC,1,Ted,Knight
5529,The Flash,293,1959,Flash,Barry Allen,DC,1,Barry,Allen
5530,The Flash,293,1959,Pied Piper,Hartley Rathaway,DC,1,Hartley,Rathaway
5531,The Flash,293,1959,Firestorm,Martin Stein/Ronnie Raymond,DC,1,Martin Stein/Ronnie,Raymond
5532,The Flash,293,1959,Flash,Barry Allen,DC,1,Barry,Allen
5533,Nightwing,94,1996,Nightwing,Dick Grayson,DC,1,Dick,Grayson
5534,Nightwing,94,1996,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
5535,Green Lantern,158,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
5536,Justice League,48,2011,Anti-Monitor,,DC,1,null,null
5537,Justice League,48,2011,Arisia,,DC,1,null,null
5538,Justice League,48,2011,Batman,Wayne,DC,1,,Wayne
5539,Justice League,48,2011,Big Barda,,DC,1,null,null
5540,Justice League,48,2011,Cyborg,,DC,1,null,null
5541,Justice League,48,2011,Flash,,DC,1,null,null
5542,Justice League,48,2011,Green Lantern,Jordan,DC,1,,Jordan
5543,Justice League,48,2011,Green Lantern,Gardner,DC,1,,Gardner
5544,Justice League,48,2011,Green Lantern,Stewart,DC,1,,Stewart
5545,Justice League,48,2011,Hannu,,DC,1,null,null
5546,Justice League,48,2011,Iolande,,DC,1,null,null
5547,Justice League,48,2011,Kilowog,,DC,1,null,null
5548,Justice League,48,2011,Lex Luthor,,DC,1,null,null
5549,Justice League,48,2011,Salaak,,DC,1,null,null
5550,Justice League,48,2011,Shazam,,DC,1,null,null
5551,Justice League,48,2011,Superman,,DC,1,null,null
5552,Justice League,48,2011,Superwoman,,DC,1,null,null
5553,Justice League,48,2011,Tomar-Tu,,DC,1,null,null
5554,Justice League,48,2011,Steve Howard Trevor,,DC,1,null,null
5555,Justice League,48,2011,Ultraman,,DC,1,null,null
5556,Justice League,48,2011,Wonder Woman,,DC,1,null,null
5557,The Fury of Firestorm,26,1982,Firestorm,Martin Stein/Ronnie Raymond,DC,1,Martin Stein/Ronnie,Raymond
5558,The Flash,284,1959,Henry Paul Allen,,DC,1,null,null
5559,The Flash,284,1959,Nora Thompson Allen,,DC,1,null,null
5560,The Flash,284,1959,Flash,Barry Allen,DC,1,Barry,Allen
5561,The Flash,284,1959,Professor Zoom,,DC,1,null,null
5562,Wonder Woman,105,1942,Aphrodite,,DC,1,null,null
5563,Wonder Woman,105,1942,Pallas Athena,,DC,1,null,null
5564,Wonder Woman,105,1942,Hippolyta,,DC,1,null,null
5565,Wonder Woman,105,1942,Wonder Girl,,DC,1,null,null
5566,Wonder Woman,105,1942,Wonder Woman,,DC,1,null,null
5567,Wonder Woman,105,1942,Steve Trevor,,DC,1,null,null
5568,Wonder Woman,105,1942,Wonder Woman,,DC,1,null,null
5569,Aquaman,14,1994,Aquaman,,DC,1,null,null
5570,Aquaman,14,1994,Dolphin,,DC,1,null,null
5571,Aquaman,14,1994,Mera,,DC,1,null,null
5572,Aquaman,14,1994,Nuidis Vulko,,DC,1,null,null
5573,Nightwing,18,1996,Deathstroke the Terminator,,DC,1,null,null
5574,Nightwing,18,1996,Nightwing,Dick Grayson,DC,1,Dick,Grayson
5575,Nightwing,18,1996,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
5576,Green Lantern Corps,44,2006,Arisia,,DC,1,null,null
5577,Green Lantern Corps,44,2006,Brik,,DC,1,null,null
5578,Green Lantern Corps,44,2006,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
5579,Green Lantern Corps,44,2006,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
5580,Green Lantern Corps,44,2006,Iolande,,DC,1,null,null
5581,Green Lantern Corps,44,2006,Ke'Haan,,DC,1,null,null
5582,Green Lantern Corps,44,2006,Kilowog,,DC,1,null,null
5583,Green Lantern Corps,44,2006,Isamot Kol,,DC,1,null,null
5584,Green Lantern Corps,44,2006,Mogo,,DC,1,null,null
5585,Green Lantern Corps,44,2006,Munk,,DC,1,null,null
5586,Green Lantern Corps,44,2006,Soranik Natu,,DC,1,null,null
5587,Green Lantern Corps,44,2006,Salaak,,DC,1,null,null
5588,Green Lantern Corps,44,2006,Vath Sarn,,DC,1,null,null
5589,Green Lantern Corps,44,2006,Stel,,DC,1,null,null
5590,Green Lantern Corps,44,2006,Tomar-Re,,DC,1,null,null
5591,Green Lantern Corps,44,2006,Turytt,,DC,1,null,null
5592,The Flash,204,1987,Batman,,DC,1,null,null
5593,The Flash,204,1987,Captain Cold,,DC,1,null,null
5594,The Flash,204,1987,Fred Chyre,,DC,1,null,null
5595,The Flash,204,1987,Flash,Wally West,DC,1,Wally,West
5596,The Flash,204,1987,Jared Morillo,,DC,1,null,null
5597,The Flash,204,1987,Linda Jasmine Park-West,,DC,1,null,null
5598,The Flash,204,1987,Wheeler,,DC,1,null,null
5599,The Flash,204,1987,Reece Wheeler,,DC,1,null,null
5600,The Flash,204,1987,Ashley Zolomon,,DC,1,null,null
5601,Justice League Europe,13,1989,Blue Beetle,Ted Kord,DC,1,Ted,Kord
5602,Justice League Europe,13,1989,Blue Jay,,DC,1,null,null
5603,Justice League Europe,13,1989,Captain Atom,,DC,1,null,null
5604,Justice League Europe,13,1989,Catherine Maureen Cobert,,DC,1,null,null
5605,Justice League Europe,13,1989,Sue Dearbon Dibny,,DC,1,null,null
5606,Justice League Europe,13,1989,Elongated Man,,DC,1,null,null
5607,Justice League Europe,13,1989,Fire,,DC,1,null,null
5608,Justice League Europe,13,1989,Flash,Wally West,DC,1,Wally,West
5609,Justice League Europe,13,1989,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
5610,Justice League Europe,13,1989,Martian Manhunter,,DC,1,null,null
5611,Justice League Europe,13,1989,Metamorpho,Rex Mason,DC,1,Rex,Mason
5612,Justice League Europe,13,1989,Power Girl,,DC,1,null,null
5613,Wonder Woman,101,1987,Darkseid,,DC,1,null,null
5614,Wonder Woman,101,1987,Wonder Woman,Diana,DC,1,,Diana
5615,Justice League Dark,32,2011,Jonathan 'John' Constantine,,DC,1,null,null
5616,Justice League Dark,32,2011,Deadman,,DC,1,null,null
5617,Justice League Dark,32,2011,Swamp Thing,,DC,1,null,null
5618,Justice League Dark,32,2011,Zatanna,,DC,1,null,null
5619,Suicide Squad Most Wanted: Deadshot & Katana,5,2016,Deadshot,,DC,1,null,null
5620,Suicide Squad Most Wanted: Deadshot & Katana,5,2016,Katana,,DC,1,null,null
5621,Flash: The Fastest Man Alive,None,2006,Abra Kadabra,,DC,1,null,null
5622,Flash: The Fastest Man Alive,None,2006,Batman,,DC,1,null,null
5623,Flash: The Fastest Man Alive,None,2006,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
5624,Flash: The Fastest Man Alive,None,2006,Black Flash,Entity,DC,1,,Entity
5625,Flash: The Fastest Man Alive,None,2006,Black Lightning,Jefferson Pierce,DC,1,Jefferson,Pierce
5626,Flash: The Fastest Man Alive,None,2006,Captain Boomerang,Owen Mercer,DC,1,Owen,Mercer
5627,Flash: The Fastest Man Alive,None,2006,Captain Cold,,DC,1,null,null
5628,Flash: The Fastest Man Alive,None,2006,Deadshot,,DC,1,null,null
5629,Flash: The Fastest Man Alive,None,2006,Deathstroke the Terminator,,DC,1,null,null
5630,Flash: The Fastest Man Alive,None,2006,Flash,Jay Garrick,DC,1,Jay,Garrick
5631,Flash: The Fastest Man Alive,None,2006,Flash,Barry Allen,DC,1,Barry,Allen
5632,Flash: The Fastest Man Alive,None,2006,Flash,Wally West,DC,1,Wally,West
5633,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5634,Flash: The Fastest Man Alive,None,2006,Joan Garrick,,DC,1,null,null
5635,Flash: The Fastest Man Alive,None,2006,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
5636,Flash: The Fastest Man Alive,None,2006,Hawkgirl,Kendra Saunders,DC,1,Kendra,Saunders
5637,Flash: The Fastest Man Alive,None,2006,Heatwave,,DC,1,null,null
5638,Flash: The Fastest Man Alive,None,2006,Impulse,Bart Allen,DC,1,Bart,Allen
5639,Flash: The Fastest Man Alive,None,2006,Inertia,,DC,1,null,null
5640,Flash: The Fastest Man Alive,None,2006,Kid Flash,Bart Allen,DC,1,Bart,Allen
5641,Flash: The Fastest Man Alive,None,2006,Liberty Belle,Jesse Chambers,DC,1,Jesse,Chambers
5642,Flash: The Fastest Man Alive,None,2006,Mirror Master,Evan McCullough,DC,1,Evan,McCullough
5643,Flash: The Fastest Man Alive,None,2006,Linda Jasmine Park-West,,DC,1,null,null
5644,Flash: The Fastest Man Alive,None,2006,Pied Piper,Hartley Rathaway,DC,1,Hartley,Rathaway
5645,Flash: The Fastest Man Alive,None,2006,Power Girl,,DC,1,null,null
5646,Flash: The Fastest Man Alive,None,2006,Red Arrow,,DC,1,null,null
5647,Flash: The Fastest Man Alive,None,2006,Robin,Tim Drake,DC,1,Tim,Drake
5648,Flash: The Fastest Man Alive,None,2006,Superman,Clark Kent,DC,1,Clark,Kent
5649,Flash: The Fastest Man Alive,None,2006,Trickster,James Jesse,DC,1,James,Jesse
5650,Flash: The Fastest Man Alive,None,2006,Weather Wizard,,DC,1,null,null
5651,Flash: The Fastest Man Alive,None,2006,Iris West,,DC,1,null,null
5652,Flash: The Fastest Man Alive,None,2006,Iris Ann Russell West-Allen,,DC,1,null,null
5653,Flash: The Fastest Man Alive,None,2006,Jai West,,DC,1,null,null
5654,Flash: The Fastest Man Alive,None,2006,Zoom,,DC,1,null,null
5655,Flash: The Fastest Man Alive,None,2006,Flash,Jay Garrick,DC,1,Jay,Garrick
5656,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5657,Flash: The Fastest Man Alive,None,2006,Joan Garrick,,DC,1,null,null
5658,Flash: The Fastest Man Alive,None,2006,Abra Kadabra,,DC,1,null,null
5659,Flash: The Fastest Man Alive,None,2006,Deathstroke the Terminator,,DC,1,null,null
5660,Flash: The Fastest Man Alive,None,2006,Flash,Jay Garrick,DC,1,Jay,Garrick
5661,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5662,Flash: The Fastest Man Alive,None,2006,Joan Garrick,,DC,1,null,null
5663,Flash: The Fastest Man Alive,None,2006,Inertia,,DC,1,null,null
5664,Flash: The Fastest Man Alive,None,2006,Abra Kadabra,,DC,1,null,null
5665,Flash: The Fastest Man Alive,None,2006,Captain Cold,,DC,1,null,null
5666,Flash: The Fastest Man Alive,None,2006,Flash,Jay Garrick,DC,1,Jay,Garrick
5667,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5668,Flash: The Fastest Man Alive,None,2006,Joan Garrick,,DC,1,null,null
5669,Flash: The Fastest Man Alive,None,2006,Heatwave,,DC,1,null,null
5670,Flash: The Fastest Man Alive,None,2006,Inertia,,DC,1,null,null
5671,Flash: The Fastest Man Alive,None,2006,Mirror Master,Evan McCullough,DC,1,Evan,McCullough
5672,Flash: The Fastest Man Alive,None,2006,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
5673,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5674,Flash: The Fastest Man Alive,None,2006,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
5675,Flash: The Fastest Man Alive,None,2006,Red Arrow,,DC,1,null,null
5676,Flash: The Fastest Man Alive,None,2006,Robin,Tim Drake,DC,1,Tim,Drake
5677,Flash: The Fastest Man Alive,None,2006,Captain Cold,,DC,1,null,null
5678,Flash: The Fastest Man Alive,None,2006,Flash,Jay Garrick,DC,1,Jay,Garrick
5679,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5680,Flash: The Fastest Man Alive,None,2006,Heatwave,,DC,1,null,null
5681,Flash: The Fastest Man Alive,None,2006,Inertia,,DC,1,null,null
5682,Flash: The Fastest Man Alive,None,2006,Iris Ann Russell West-Allen,,DC,1,null,null
5683,Flash: The Fastest Man Alive,None,2006,Zoom,,DC,1,null,null
5684,Flash: The Fastest Man Alive,None,2006,Abra Kadabra,,DC,1,null,null
5685,Flash: The Fastest Man Alive,None,2006,Captain Cold,,DC,1,null,null
5686,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5687,Flash: The Fastest Man Alive,None,2006,Heatwave,,DC,1,null,null
5688,Flash: The Fastest Man Alive,None,2006,Inertia,,DC,1,null,null
5689,Flash: The Fastest Man Alive,None,2006,Mirror Master,Evan McCullough,DC,1,Evan,McCullough
5690,Flash: The Fastest Man Alive,None,2006,Pied Piper,Hartley Rathaway,DC,1,Hartley,Rathaway
5691,Flash: The Fastest Man Alive,None,2006,Weather Wizard,,DC,1,null,null
5692,Flash: The Fastest Man Alive,None,2006,Iris Ann Russell West-Allen,,DC,1,null,null
5693,Flash: The Fastest Man Alive,None,2006,Zoom,,DC,1,null,null
5694,Flash: The Fastest Man Alive,None,2006,Abra Kadabra,,DC,1,null,null
5695,Flash: The Fastest Man Alive,None,2006,Black Flash,Entity,DC,1,,Entity
5696,Flash: The Fastest Man Alive,None,2006,Captain Cold,,DC,1,null,null
5697,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5698,Flash: The Fastest Man Alive,None,2006,Heatwave,,DC,1,null,null
5699,Flash: The Fastest Man Alive,None,2006,Inertia,,DC,1,null,null
5700,Flash: The Fastest Man Alive,None,2006,Mirror Master,Evan McCullough,DC,1,Evan,McCullough
5701,Flash: The Fastest Man Alive,None,2006,Pied Piper,Hartley Rathaway,DC,1,Hartley,Rathaway
5702,Flash: The Fastest Man Alive,None,2006,Trickster,James Jesse,DC,1,James,Jesse
5703,Flash: The Fastest Man Alive,None,2006,Weather Wizard,,DC,1,null,null
5704,Flash: The Fastest Man Alive,None,2006,Iris Ann Russell West-Allen,,DC,1,null,null
5705,Flash: The Fastest Man Alive,None,2006,Abra Kadabra,,DC,1,null,null
5706,Flash: The Fastest Man Alive,None,2006,Black Flash,Entity,DC,1,,Entity
5707,Flash: The Fastest Man Alive,None,2006,Captain Cold,,DC,1,null,null
5708,Flash: The Fastest Man Alive,None,2006,Flash,Jay Garrick,DC,1,Jay,Garrick
5709,Flash: The Fastest Man Alive,None,2006,Flash,Barry Allen,DC,1,Barry,Allen
5710,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5711,Flash: The Fastest Man Alive,None,2006,Heatwave,,DC,1,null,null
5712,Flash: The Fastest Man Alive,None,2006,Inertia,,DC,1,null,null
5713,Flash: The Fastest Man Alive,None,2006,Liberty Belle,Jesse Chambers,DC,1,Jesse,Chambers
5714,Flash: The Fastest Man Alive,None,2006,Mirror Master,Evan McCullough,DC,1,Evan,McCullough
5715,Flash: The Fastest Man Alive,None,2006,Pied Piper,Hartley Rathaway,DC,1,Hartley,Rathaway
5716,Flash: The Fastest Man Alive,None,2006,Robin,Tim Drake,DC,1,Tim,Drake
5717,Flash: The Fastest Man Alive,None,2006,Trickster,James Jesse,DC,1,James,Jesse
5718,Flash: The Fastest Man Alive,None,2006,Weather Wizard,,DC,1,null,null
5719,Flash: The Fastest Man Alive,None,2006,Iris Ann Russell West-Allen,,DC,1,null,null
5720,Flash: The Fastest Man Alive,None,2006,Abra Kadabra,,DC,1,null,null
5721,Flash: The Fastest Man Alive,None,2006,Batman,,DC,1,null,null
5722,Flash: The Fastest Man Alive,None,2006,Black Lightning,Jefferson Pierce,DC,1,Jefferson,Pierce
5723,Flash: The Fastest Man Alive,None,2006,Captain Boomerang,Owen Mercer,DC,1,Owen,Mercer
5724,Flash: The Fastest Man Alive,None,2006,Captain Cold,,DC,1,null,null
5725,Flash: The Fastest Man Alive,None,2006,Deadshot,,DC,1,null,null
5726,Flash: The Fastest Man Alive,None,2006,Flash,Jay Garrick,DC,1,Jay,Garrick
5727,Flash: The Fastest Man Alive,None,2006,Flash,Wally West,DC,1,Wally,West
5728,Flash: The Fastest Man Alive,None,2006,Flash,Bart Allen,DC,1,Bart,Allen
5729,Flash: The Fastest Man Alive,None,2006,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
5730,Flash: The Fastest Man Alive,None,2006,Hawkgirl,Kendra Saunders,DC,1,Kendra,Saunders
5731,Flash: The Fastest Man Alive,None,2006,Heatwave,,DC,1,null,null
5732,Flash: The Fastest Man Alive,None,2006,Impulse,Bart Allen,DC,1,Bart,Allen
5733,Flash: The Fastest Man Alive,None,2006,Inertia,,DC,1,null,null
5734,Flash: The Fastest Man Alive,None,2006,Kid Flash,Bart Allen,DC,1,Bart,Allen
5735,Flash: The Fastest Man Alive,None,2006,Mirror Master,Evan McCullough,DC,1,Evan,McCullough
5736,Flash: The Fastest Man Alive,None,2006,Linda Jasmine Park-West,,DC,1,null,null
5737,Flash: The Fastest Man Alive,None,2006,Pied Piper,Hartley Rathaway,DC,1,Hartley,Rathaway
5738,Flash: The Fastest Man Alive,None,2006,Power Girl,,DC,1,null,null
5739,Flash: The Fastest Man Alive,None,2006,Red Arrow,,DC,1,null,null
5740,Flash: The Fastest Man Alive,None,2006,Superman,Clark Kent,DC,1,Clark,Kent
5741,Flash: The Fastest Man Alive,None,2006,Trickster,James Jesse,DC,1,James,Jesse
5742,Flash: The Fastest Man Alive,None,2006,Weather Wizard,,DC,1,null,null
5743,Flash: The Fastest Man Alive,None,2006,Iris West,,DC,1,null,null
5744,Flash: The Fastest Man Alive,None,2006,Iris Ann Russell West-Allen,,DC,1,null,null
5745,Flash: The Fastest Man Alive,None,2006,Jai West,,DC,1,null,null
5746,Green Arrow,63,1988,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
5747,Green Arrow,63,1988,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
5748,Green Arrow,63,1988,Shado,,DC,1,null,null
5749,Justice League Dark,14,2011,Jonathan 'John' Constantine,,DC,1,null,null
5750,Justice League Dark,14,2011,Pandora,,DC,1,null,null
5751,Justice League Dark,14,2011,Steve Howard Trevor,,DC,1,null,null
5752,Justice League America,57,1989,Blue Beetle,Ted Kord,DC,1,Ted,Kord
5753,Justice League America,57,1989,Blue Jay,,DC,1,null,null
5754,Justice League America,57,1989,Catherine Maureen Cobert,,DC,1,null,null
5755,Justice League America,57,1989,Despero,,DC,1,null,null
5756,Justice League America,57,1989,Sue Dearbon Dibny,,DC,1,null,null
5757,Justice League America,57,1989,Elongated Man,,DC,1,null,null
5758,Justice League America,57,1989,Fire,,DC,1,null,null
5759,Justice League America,57,1989,Flash,Wally West,DC,1,Wally,West
5760,Justice League America,57,1989,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
5761,Justice League America,57,1989,Ice,,DC,1,null,null
5762,Justice League America,57,1989,L-Ron,,DC,1,null,null
5763,Justice League America,57,1989,"Maxwell 'Max' Lord, IV",,DC,1,null,null
5764,Justice League America,57,1989,Martian Manhunter,,DC,1,null,null
5765,Justice League America,57,1989,Metamorpho,Rex Mason,DC,1,Rex,Mason
5766,Justice League America,57,1989,Power Girl,,DC,1,null,null
5767,Justice League America,57,1989,Rocket Red #4,Dmitri Pushkin,DC,1,Dmitri,Pushkin
